video_id,class
10599,1008
10602,1008
10888,323
10895,323
10899,323
10900,323
10901,323
10902,323
10903,323
10904,323
11971,905
11972,905
11973,905
12011,186
12013,186
12016,186
12019,186
12020,186
12058,323
12060,323
12062,323
12065,323
12066,323
12067,323
12068,323
12069,323
15317,1106
15319,1106
15322,1106
15323,1106
15324,1106
15325,1106
15326,1106
15330,1106
15331,1106
15332,1106
15473,814
15474,814
15475,814
15476,814
15479,814
15480,814
15481,814
20064,814
20070,814
20071,814
20072,814
20073,814
20074,814
20075,814
20076,814
20137,388
20139,388
20141,388
20142,388
20144,388
20145,388
20146,388
20149,388
20256,814
20257,814
20258,814
20260,814
25037,59
25066,59
25067,59
25070,59
25071,59
25072,59
25073,59
25076,59
25521,59
25522,59
25528,59
25529,59
29962,388
29963,388
29964,388
29967,388
33266,186
33273,186
33284,186
35554,1008
35555,1008
35558,1008
35559,1008
35560,1008
35761,905
35762,905
35763,905
35768,905
35769,905
37356,1008
37364,1008
37365,1008
37367,1008
37370,1008
37371,1008
37372,1008
37373,1008
38176,544
38178,544
38180,544
38181,544
38182,544
38183,544
38186,544
38982,908
38991,908
38994,908
38997,908
39000,908
39001,908
39002,908
39003,908
39004,908
39005,908
39006,908
42501,905
42504,905
43900,1106
43901,1106
43902,1106
43903,1106
43907,1106
43908,1106
43911,1106
44334,908
44335,908
44340,908
44347,908
44349,908
44350,908
44556,544
44560,544
44562,544
44563,544
44564,544
44567,544
44569,544
44570,544
44571,544
44572,544
44732,1106
44733,1106
44734,1106
44737,1106
44738,1106
44739,1106
44740,1106
45220,544
45221,544
45222,544
45223,544
45525,1106
45526,1106
45527,1106
45529,1106
47332,388
47333,388
47336,388
47337,388
47381,814
47382,814
47383,814
47384,814
47387,814
47846,814
47847,814
47849,814
49173,186
49178,186
49179,186
49181,186
49187,186
50419,905
51345,814
51346,814
51347,814
51348,814
51349,814
51352,814
51353,814
51357,814
51358,814
51360,814
51728,186
51731,186
51732,186
51733,186
51734,186
51737,186
51738,186
51787,1008
51803,1008
51806,1008
51807,1008
51808,1008
51810,1008
53260,1008
53263,1008
53264,1008
53265,1008
53266,1008
54364,186
54366,186
54367,186
54368,186
54995,905
54998,905
54999,905
55000,905
55001,905
55003,905
56781,905
56782,905
56783,905
56784,905
56787,905
57612,59
57615,59
57616,59
57618,59
57619,59
57638,59
57642,59
57653,59
57655,59
57657,59
57658,59
57659,59
57664,59
57666,59
58676,908
58678,908
58679,908
58683,908
58686,908
58687,908
59147,323
59148,323
59151,323
59153,323
59155,323
59203,388
59206,388
59209,388
59210,388
59211,388
59212,388
59215,388
59216,388
59218,388
59219,388
65362,323
65382,905
65654,814
65945,388
66156,1008
66332,544
66392,388
66473,814
66561,905
66562,905
66598,59
66661,323
67159,186
67195,814
67205,1008
67501,323
67723,59
68374,323
68532,544
68694,908
68856,186
69207,186
69269,323
69276,186
69347,59
69413,908
69438,544
69502,59
